City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,La Rioja,ES,42.25,-2.5,47.98,52,50,6.62,scattered clouds
700,Kameshkovo,RU,56.3481,41.0047,41.88,86,100,13.91,overcast clouds
701,Chingirlau,KZ,51.095,54.0814,42.08,74,57,17.65,broken clouds
702,Bredy,RU,52.4153,60.3411,47.05,78,100,18.39,overcast clouds
703,Kabanjahe,ID,3.1001,98.4908,68.16,93,100,3.06,overcast clouds
704,Pinawa,CA,50.1489,-95.8811,50.49,62,2,6.73,clear sky
705,Lumeje,AO,-11.55,20.7833,60.8,59,29,5.79,scattered clouds
706,Puerto Ayacucho,VE,5.6639,-67.6236,76.51,89,97,3.91,very heavy rain
707,Hambantota,LK,6.1241,81.1185,82.74,94,20,11.5,few clouds
708,Luganville,VU,-15.5333,167.1667,80.65,85,73,16.8,broken clouds
709,Dwarka,IN,22.2394,68.9678,84.49,70,23,21.99,few clouds
710,Dan Khun Thot,TH,15.2085,101.7714,88.68,57,69,3.76,broken clouds
711,Khani,GE,41.9563,42.9566,40.57,88,39,4.74,scattered clouds
